file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0072,query84_cluster_500G,84,500,beta,8,28,29452,200,95373.0,11756.0,9,14597.0,14233.0,65,87187.0,12990.0
spark-history/application_1597648744156_0044,query84_cluster_500G,84,500,beta,3,28,55077,200,80245.0,5095.0,4,6388.0,5484.0,65,77342.0,4376.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0065,query52_cluster_500G,52,500,gamma,8,26,69264,200,35641.0,10057.0,505,516438.0,28404.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0057,query40_cluster_500G,40,500,alpha,8,27,284923,200,16362.0,4261.0,572,948587.0,36128.0,43,79260.0,17370.0,200,1226234.0,108523.0
spark-history/application_1597648744156_0060,query40_cluster_500G,40,500,alpha,7,27,294767,200,14483.0,2130.0,43,79802.0,19457.0,572,903644.0,36737.0,200,1051257.0,77686.0
spark-history/application_1597648744156_0047,query40_cluster_500G,40,500,alpha,7,27,354630,200,20044.0,5216.0,572,870876.0,37477.0,43,78616.0,15282.0,200,1292318.0,113104.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0045,query52_cluster_500G,52,500,gamma,5,26,114126,200,22379.0,8019.0,505,539570.0,16568.0
spark-history/application_1597648744156_0036,query52_cluster_500G,52,500,gamma,6,26,152754,200,31847.0,16254.0,505,562510.0,11469.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0066,query84_cluster_500G,84,500,beta,8,28,27765,200,94668.0,9825.0,65,82886.0,16950.0,9,9748.0,9512.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0073,query52_cluster_500G,52,500,gamma,5,26,101971,200,22442.0,7600.0,505,483678.0,14166.0
spark-history/application_1597648744156_0053,query52_cluster_500G,52,500,gamma,8,26,86572,200,40102.0,16481.0,505,484712.0,18198.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0038,query84_cluster_500G,84,500,beta,8,28,28239,200,95259.0,11479.0,9,15169.0,14912.0,65,80327.0,13356.0
