file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,stage,# tasks,sum task time,sum biggest task time of each exec,avg tasks time
spark-history/application_1597665317929_0008,query20_cluster_500G,20,500,gamma,8,26,36636,26,572,244069.0,22400.0,426.69405594405595
spark-history/application_1597665317929_0043,query20_cluster_500G,20,500,gamma,4,26,55624,27,200,9800.0,2191.0,49.0
spark-history/application_1597665317929_0043,query20_cluster_500G,20,500,gamma,4,26,55624,28,200,11854.0,4338.0,59.27
spark-history/application_1597665317929_0043,query20_cluster_500G,20,500,gamma,4,26,55624,26,572,197644.0,8010.0,345.53146853146853
spark-history/application_1597665317929_0026,query52_cluster_500G,52,500,alpha,8,26,145395,27,200,50118.0,20313.0,250.59
spark-history/application_1597665317929_0026,query52_cluster_500G,52,500,alpha,8,26,145395,26,505,696100.0,55405.0,1378.4158415841584
spark-history/application_1597665317929_0002,query20_cluster_500G,20,500,beta,2,26,145264,27,200,9858.0,1067.0,49.29
spark-history/application_1597665317929_0002,query20_cluster_500G,20,500,beta,2,26,145264,28,200,8671.0,1872.0,43.355
spark-history/application_1597665317929_0002,query20_cluster_500G,20,500,beta,2,26,145264,26,572,175295.0,8134.0,306.4597902097902
spark-history/application_1597665317929_0052,query20_cluster_500G,20,500,gamma,5,26,48208,27,200,10267.0,2498.0,51.335
spark-history/application_1597665317929_0052,query20_cluster_500G,20,500,gamma,5,26,48208,28,200,15052.0,6104.0,75.26
spark-history/application_1597665317929_0052,query20_cluster_500G,20,500,gamma,5,26,48208,26,572,207837.0,10827.0,363.3513986013986
spark-history/application_1597665317929_0001,query52_cluster_500G,52,500,alpha,6,26,53630,27,200,27014.0,6170.0,135.07
spark-history/application_1597665317929_0001,query52_cluster_500G,52,500,alpha,6,26,53630,26,505,293528.0,17708.0,581.2435643564356
spark-history/application_1597665317929_0044,query52_cluster_500G,52,500,alpha,5,26,153555,27,200,24805.0,11212.0,124.025
spark-history/application_1597665317929_0044,query52_cluster_500G,52,500,alpha,5,26,153555,26,505,595671.0,19537.0,1179.5465346534654
spark-history/application_1597665317929_0056,query20_cluster_500G,20,500,beta,8,26,34185,27,200,8766.0,959.0,43.83
spark-history/application_1597665317929_0056,query20_cluster_500G,20,500,beta,8,26,34185,28,200,19455.0,10930.0,97.275
spark-history/application_1597665317929_0056,query20_cluster_500G,20,500,beta,8,26,34185,26,572,217207.0,21539.0,379.7325174825175
spark-history/application_1597665317929_0035,query20_cluster_500G,20,500,beta,8,26,32178,27,200,9483.0,846.0,47.415
spark-history/application_1597665317929_0035,query20_cluster_500G,20,500,beta,8,26,32178,28,200,17870.0,9360.0,89.35
spark-history/application_1597665317929_0035,query20_cluster_500G,20,500,beta,8,26,32178,26,572,200673.0,22488.0,350.8269230769231
spark-history/application_1597665317929_0014,query20_cluster_500G,20,500,gamma,5,26,42615,27,200,13082.0,3652.0,65.41
spark-history/application_1597665317929_0014,query20_cluster_500G,20,500,gamma,5,26,42615,28,200,13726.0,5341.0,68.63
spark-history/application_1597665317929_0014,query20_cluster_500G,20,500,gamma,5,26,42615,26,572,182312.0,11217.0,318.72727272727275
spark-history/application_1597665317929_0009,query20_cluster_500G,20,500,beta,4,26,44467,27,200,11743.0,2277.0,58.715
spark-history/application_1597665317929_0009,query20_cluster_500G,20,500,beta,4,26,44467,28,200,11595.0,3191.0,57.975
spark-history/application_1597665317929_0009,query20_cluster_500G,20,500,beta,4,26,44467,26,572,150792.0,8064.0,263.6223776223776
spark-history/application_1597665317929_0060,query52_cluster_500G,52,500,alpha,8,26,54232,27,200,35754.0,10777.0,178.77
spark-history/application_1597665317929_0060,query52_cluster_500G,52,500,alpha,8,26,54232,26,505,394796.0,25140.0,781.7742574257426
spark-history/application_1597665317929_0024,query20_cluster_500G,20,500,beta,7,26,41212,27,200,6890.0,634.0,34.45
spark-history/application_1597665317929_0024,query20_cluster_500G,20,500,beta,7,26,41212,28,200,15178.0,8072.0,75.89
spark-history/application_1597665317929_0024,query20_cluster_500G,20,500,beta,7,26,41212,26,572,220638.0,17373.0,385.7307692307692
spark-history/application_1597665317929_0013,query52_cluster_500G,52,500,alpha,8,26,101677,27,200,34344.0,9604.0,171.72
spark-history/application_1597665317929_0013,query52_cluster_500G,52,500,alpha,8,26,101677,26,505,578038.0,39197.0,1144.629702970297
spark-history/application_1597665317929_0025,query20_cluster_500G,20,500,gamma,5,26,44446,27,200,10533.0,2847.0,52.665
spark-history/application_1597665317929_0025,query20_cluster_500G,20,500,gamma,5,26,44446,28,200,14969.0,6491.0,74.845
spark-history/application_1597665317929_0025,query20_cluster_500G,20,500,gamma,5,26,44446,26,572,188477.0,12618.0,329.50524475524475
spark-history/application_1597665317929_0055,query52_cluster_500G,52,500,alpha,8,26,73731,27,200,38634.0,10983.0,193.17
spark-history/application_1597665317929_0055,query52_cluster_500G,52,500,alpha,8,26,73731,26,505,547188.0,26094.0,1083.540594059406
spark-history/application_1597665317929_0007,query52_cluster_500G,52,500,alpha,8,26,56650,27,200,34464.0,9903.0,172.32
spark-history/application_1597665317929_0007,query52_cluster_500G,52,500,alpha,8,26,56650,26,505,415275.0,25785.0,822.3267326732673
spark-history/application_1597665317929_0050,query52_cluster_500G,52,500,alpha,4,26,168287,27,200,31545.0,15777.0,157.725
spark-history/application_1597665317929_0050,query52_cluster_500G,52,500,alpha,4,26,168287,26,505,580376.0,13617.0,1149.259405940594
spark-history/application_1597665317929_0005,query20_cluster_500G,20,500,beta,7,26,38222,27,200,11965.0,2557.0,59.825
spark-history/application_1597665317929_0005,query20_cluster_500G,20,500,beta,7,26,38222,28,200,17463.0,9029.0,87.315
spark-history/application_1597665317929_0005,query20_cluster_500G,20,500,beta,7,26,38222,26,572,182271.0,32509.0,318.6555944055944
spark-history/application_1597665317929_0038,query20_cluster_500G,20,500,gamma,5,26,41035,27,200,11189.0,1888.0,55.945
spark-history/application_1597665317929_0038,query20_cluster_500G,20,500,gamma,5,26,41035,28,200,14049.0,6053.0,70.245
spark-history/application_1597665317929_0038,query20_cluster_500G,20,500,gamma,5,26,41035,26,572,172385.0,10712.0,301.3723776223776
spark-history/application_1597665317929_0030,query20_cluster_500G,20,500,beta,2,26,82545,27,200,9166.0,1502.0,45.83
spark-history/application_1597665317929_0030,query20_cluster_500G,20,500,beta,2,26,82545,28,200,8700.0,1994.0,43.5
spark-history/application_1597665317929_0030,query20_cluster_500G,20,500,beta,2,26,82545,26,572,147931.0,3134.0,258.6206293706294
spark-history/application_1597665317929_0017,query20_cluster_500G,20,500,gamma,5,26,47297,27,200,12925.0,3164.0,64.625
spark-history/application_1597665317929_0017,query20_cluster_500G,20,500,gamma,5,26,47297,28,200,13863.0,4808.0,69.315
spark-history/application_1597665317929_0017,query20_cluster_500G,20,500,gamma,5,26,47297,26,572,205274.0,11354.0,358.8706293706294
spark-history/application_1597665317929_0042,query20_cluster_500G,20,500,beta,8,26,40469,27,200,9574.0,1072.0,47.87
spark-history/application_1597665317929_0042,query20_cluster_500G,20,500,beta,8,26,40469,28,200,19220.0,10531.0,96.1
spark-history/application_1597665317929_0042,query20_cluster_500G,20,500,beta,8,26,40469,26,572,263174.0,24907.0,460.0944055944056
spark-history/application_1597665317929_0015,query20_cluster_500G,20,500,beta,4,26,55962,27,200,10522.0,2486.0,52.61
spark-history/application_1597665317929_0015,query20_cluster_500G,20,500,beta,4,26,55962,28,200,9602.0,2028.0,48.01
spark-history/application_1597665317929_0015,query20_cluster_500G,20,500,beta,4,26,55962,26,572,148360.0,5718.0,259.3706293706294
spark-history/application_1597665317929_0051,query20_cluster_500G,20,500,beta,8,26,36757,27,200,8275.0,1187.0,41.375
spark-history/application_1597665317929_0051,query20_cluster_500G,20,500,beta,8,26,36757,28,200,18043.0,9465.0,90.215
spark-history/application_1597665317929_0051,query20_cluster_500G,20,500,beta,8,26,36757,26,572,239749.0,21273.0,419.1416083916084
spark-history/application_1597665317929_0019,query52_cluster_500G,52,500,alpha,4,26,141861,27,200,52216.0,25629.0,261.08
spark-history/application_1597665317929_0019,query52_cluster_500G,52,500,alpha,4,26,141861,26,505,449483.0,14480.0,890.0653465346535
spark-history/application_1597665317929_0003,query20_cluster_500G,20,500,gamma,3,26,82345,27,200,8776.0,1644.0,43.88
spark-history/application_1597665317929_0003,query20_cluster_500G,20,500,gamma,3,26,82345,28,200,9629.0,2858.0,48.145
spark-history/application_1597665317929_0003,query20_cluster_500G,20,500,gamma,3,26,82345,26,572,224510.0,5483.0,392.5
spark-history/application_1597665317929_0032,query52_cluster_500G,52,500,alpha,4,26,155150,27,200,25268.0,8707.0,126.34
spark-history/application_1597665317929_0032,query52_cluster_500G,52,500,alpha,4,26,155150,26,505,593639.0,10582.0,1175.5227722772277
spark-history/application_1597665317929_0021,query20_cluster_500G,20,500,beta,4,26,62764,27,200,10663.0,3417.0,53.315
spark-history/application_1597665317929_0021,query20_cluster_500G,20,500,beta,4,26,62764,28,200,12098.0,3816.0,60.49
spark-history/application_1597665317929_0021,query20_cluster_500G,20,500,beta,4,26,62764,26,572,225128.0,11803.0,393.5804195804196
spark-history/application_1597665317929_0048,query20_cluster_500G,20,500,beta,4,26,53836,27,200,13416.0,4489.0,67.08
spark-history/application_1597665317929_0048,query20_cluster_500G,20,500,beta,4,26,53836,28,200,10901.0,3455.0,54.505
spark-history/application_1597665317929_0048,query20_cluster_500G,20,500,beta,4,26,53836,26,572,190871.0,7404.0,333.69055944055947
spark-history/application_1597665317929_0018,query20_cluster_500G,20,500,beta,8,26,68834,27,200,15710.0,6953.0,78.55
spark-history/application_1597665317929_0018,query20_cluster_500G,20,500,beta,8,26,68834,28,200,27022.0,17452.0,135.11
spark-history/application_1597665317929_0018,query20_cluster_500G,20,500,beta,8,26,68834,26,572,176955.0,6472.0,309.3618881118881
spark-history/application_1597665317929_0006,query20_cluster_500G,20,500,gamma,5,26,62290,27,200,11171.0,2753.0,55.855
spark-history/application_1597665317929_0006,query20_cluster_500G,20,500,gamma,5,26,62290,28,200,14652.0,5685.0,73.26
spark-history/application_1597665317929_0006,query20_cluster_500G,20,500,gamma,5,26,62290,26,572,196240.0,17634.0,343.0769230769231
spark-history/application_1597665317929_0059,query52_cluster_500G,52,500,alpha,8,26,60940,27,200,35067.0,10327.0,175.335
spark-history/application_1597665317929_0059,query52_cluster_500G,52,500,alpha,8,26,60940,26,505,448242.0,25861.0,887.6079207920792
spark-history/application_1597665317929_0045,query20_cluster_500G,20,500,beta,8,26,81529,27,200,20370.0,5994.0,101.85
spark-history/application_1597665317929_0045,query20_cluster_500G,20,500,beta,8,26,81529,28,200,25098.0,13651.0,125.49
spark-history/application_1597665317929_0045,query20_cluster_500G,20,500,beta,8,26,81529,26,572,314444.0,44037.0,549.7272727272727
spark-history/application_1597665317929_0034,query20_cluster_500G,20,500,gamma,8,26,39049,27,200,8951.0,960.0,44.755
spark-history/application_1597665317929_0034,query20_cluster_500G,20,500,gamma,8,26,39049,28,200,19810.0,12591.0,99.05
spark-history/application_1597665317929_0034,query20_cluster_500G,20,500,gamma,8,26,39049,26,572,252413.0,21939.0,441.28146853146853
spark-history/application_1597665317929_0053,query20_cluster_500G,20,500,beta,8,26,77618,27,200,11697.0,2465.0,58.485
spark-history/application_1597665317929_0053,query20_cluster_500G,20,500,beta,8,26,77618,28,200,23617.0,15966.0,118.085
spark-history/application_1597665317929_0053,query20_cluster_500G,20,500,beta,8,26,77618,26,572,277004.0,9047.0,484.27272727272725
spark-history/application_1597665317929_0046,query20_cluster_500G,20,500,gamma,8,26,35080,27,200,10013.0,1275.0,50.065
spark-history/application_1597665317929_0046,query20_cluster_500G,20,500,gamma,8,26,35080,28,200,20556.0,10828.0,102.78
spark-history/application_1597665317929_0046,query20_cluster_500G,20,500,gamma,8,26,35080,26,572,217010.0,20679.0,379.3881118881119
spark-history/application_1597665317929_0054,query20_cluster_500G,20,500,gamma,8,26,33252,27,200,9833.0,1052.0,49.165
spark-history/application_1597665317929_0054,query20_cluster_500G,20,500,gamma,8,26,33252,28,200,19304.0,11044.0,96.52
spark-history/application_1597665317929_0054,query20_cluster_500G,20,500,gamma,8,26,33252,26,572,203856.0,20288.0,356.3916083916084
spark-history/application_1597665317929_0010,query52_cluster_500G,52,500,alpha,7,26,94618,27,200,27593.0,8035.0,137.965
spark-history/application_1597665317929_0010,query52_cluster_500G,52,500,alpha,7,26,94618,26,505,469842.0,31360.0,930.3801980198019
spark-history/application_1597665317929_0036,query20_cluster_500G,20,500,gamma,8,26,54945,27,200,20782.0,6189.0,103.91
spark-history/application_1597665317929_0036,query20_cluster_500G,20,500,gamma,8,26,54945,28,200,22079.0,10401.0,110.395
spark-history/application_1597665317929_0036,query20_cluster_500G,20,500,gamma,8,26,54945,26,572,246004.0,36532.0,430.0769230769231
