file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0023,query52_cluster_500G,52,500,alpha,8,26,73958,200,37514.0,9829.0,505,551006.0,28143.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0025,query20_cluster_500G,20,500,beta,8,26,38100,200,11348.0,1885.0,200,18052.0,10127.0,572,239977.0,21883.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0018,query40_cluster_500G,40,500,gamma,8,27,323140,200,16013.0,3653.0,572,801908.0,46851.0,43,83440.0,18759.0,200,1638500.0,121185.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0019,query20_cluster_500G,20,500,beta,8,26,36409,200,11828.0,1395.0,200,19415.0,12056.0,572,222443.0,23910.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0030,query40_cluster_500G,40,500,gamma,8,27,254801,200,27827.0,4491.0,43,81932.0,24298.0,572,720443.0,14673.0,200,1198883.0,87269.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0017,query52_cluster_500G,52,500,alpha,8,26,70569,200,35072.0,10676.0,505,525697.0,26388.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0027,query40_cluster_500G,40,500,gamma,8,27,322014,200,16096.0,3927.0,43,82098.0,24758.0,572,853980.0,19679.0,200,1594869.0,118852.0
spark-history/application_1597648744156_0021,query40_cluster_500G,40,500,gamma,8,27,332755,200,16599.0,3011.0,572,782293.0,23486.0,43,78724.0,23470.0,200,1766614.0,125605.0
spark-history/application_1597648744156_0009,query40_cluster_500G,40,500,gamma,8,27,228959,200,16835.0,3747.0,572,720719.0,22029.0,43,72603.0,18129.0,200,1007040.0,94845.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0010,query20_cluster_500G,20,500,beta,8,26,36697,200,30790.0,5935.0,200,17397.0,6677.0,572,243719.0,23022.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0001,query40_cluster_500G,40,500,gamma,8,27,313816,200,20266.0,3976.0,43,77107.0,11282.0,572,683501.0,17546.0,200,785919.0,94024.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0014,query52_cluster_500G,52,500,alpha,8,26,65428,200,35260.0,11111.0,505,484098.0,27245.0
spark-history/application_1597648744156_0005,query52_cluster_500G,52,500,alpha,8,26,61163,200,34624.0,10487.0,505,450481.0,28051.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0007,query20_cluster_500G,20,500,beta,8,26,35835,200,29933.0,5031.0,200,17860.0,7075.0,572,237238.0,22077.0
spark-history/application_1597648744156_0022,query20_cluster_500G,20,500,beta,8,26,38430,200,11363.0,1064.0,200,18670.0,10064.0,572,241882.0,24052.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0024,query40_cluster_500G,40,500,gamma,8,27,326007,200,17477.0,3420.0,572,739223.0,25184.0,43,75491.0,20609.0,200,1752246.0,122643.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0003,query52_cluster_500G,52,500,alpha,3,26,209565,200,22080.0,3701.0,505,507089.0,12679.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0004,query20_cluster_500G,20,500,beta,8,26,38751,200,11915.0,990.0,200,20328.0,11618.0,572,241105.0,24372.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 30, # tasks","stage 30, sum task time","stage 30, sum biggest task time of each exec","stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 29, # tasks","stage 29, sum task time","stage 29, sum biggest task time of each exec"
spark-history/application_1597648744156_0006,query40_cluster_500G,40,500,gamma,8,27,193344,200,15357.0,3468.0,43,80985.0,25958.0,572,689124.0,14001.0,200,745242.0,77168.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 28, # tasks","stage 28, sum task time","stage 28, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0013,query20_cluster_500G,20,500,beta,8,26,36738,200,9644.0,1268.0,200,19034.0,11475.0,572,234281.0,22459.0

file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,"stage 27, # tasks","stage 27, sum task time","stage 27, sum biggest task time of each exec","stage 26, # tasks","stage 26, sum task time","stage 26, sum biggest task time of each exec"
spark-history/application_1597648744156_0020,query52_cluster_500G,52,500,alpha,8,26,66926,200,35294.0,8987.0,505,496371.0,25085.0
spark-history/application_1597648744156_0029,query52_cluster_500G,52,500,alpha,7,26,73503,200,35118.0,10781.0,505,473937.0,21253.0

