file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,stage,# tasks,sum task time,sum biggest task time of each exec,avg tasks time
spark-history/application_1597691873800_0017,query52_cluster_500G,52,500,alpha,7,26,63071,27,200,33246.0,7283.0,166.23
spark-history/application_1597691873800_0017,query52_cluster_500G,52,500,alpha,7,26,63071,26,505,406182.0,21029.0,804.3207920792079
spark-history/application_1597691873800_0002,query52_cluster_500G,52,500,gamma,2,26,163655,27,200,14814.0,2407.0,74.07
spark-history/application_1597691873800_0002,query52_cluster_500G,52,500,gamma,2,26,163655,26,505,313267.0,4789.0,620.3306930693069
spark-history/application_1597691873800_0054,query52_cluster_500G,52,500,gamma,7,26,115335,27,200,51049.0,22607.0,255.245
spark-history/application_1597691873800_0054,query52_cluster_500G,52,500,gamma,7,26,115335,26,505,753086.0,46193.0,1491.259405940594
spark-history/application_1597691873800_0030,query52_cluster_500G,52,500,alpha,3,26,162816,27,200,34866.0,8701.0,174.33
spark-history/application_1597691873800_0030,query52_cluster_500G,52,500,alpha,3,26,162816,26,505,460039.0,6918.0,910.9683168316832
spark-history/application_1597691873800_0003,query52_cluster_500G,52,500,gamma,2,26,241228,27,200,15918.0,2949.0,79.59
spark-history/application_1597691873800_0003,query52_cluster_500G,52,500,gamma,2,26,241228,26,505,283955.0,9256.0,562.2871287128713
